province;red;green;blue;x;x
705;3;5;144;Mumiyog Sea;x
706;25;1;144;Yasabed Sea;x
707;2;24;143;Nopak Sea;x
708;2;21;143;Wernebopaqo Sea;x
709;26;19;143;Loflepo Sea;x
710;10;7;143;Bowtorowi Sea;x
711;20;4;143;Fupgumuz Sea;x
712;6;27;142;Vedafwez Sea;x
713;12;26;142;Wixte Sea;x
714;19;18;142;Ho Sea;x
715;6;17;142;Vopunovu Sea;x
716;6;16;142;Resqafteke Sea;x
717;1;16;142;Zeb Sea;x
718;7;14;142;Tebebos Sea;x
719;8;0;142;Du Sea;x
720;3;24;141;Jofxe Sea;x
721;15;23;141;Juva Sea;x
722;15;20;141;Vizoqhiv Sea;x
723;25;11;141;Kigjikepu Sea;x
724;2;8;141;Sezeyivowi Sea;x
725;22;27;140;Pestoz Sea;x
726;1;21;140;Sunatu Sea;x
727;23;3;140;Copgidxaj Sea;x
728;6;21;139;Culhiysane Sea;x
729;0;18;139;Geptacbifi Sea;x
730;17;16;139;Wijepoy Sea;x
731;19;15;139;Qizef Sea;x
732;1;13;139;Yawiruwi Sea;x
733;12;11;139;Ke Sea;x
734;4;11;139;Zutkohze Sea;x
735;22;10;139;Xunlepa Sea;x
736;20;2;139;Sator Sea;x
737;15;1;139;Jubevayug Sea;x
738;22;25;138;Hizo Sea;x
739;15;23;138;Wafusvuw Sea;x
740;12;22;138;Rokeye Sea;x
741;5;20;138;Yaka Sea;x
742;2;18;138;Rumzur Sea;x
743;4;13;138;Mumkuni Sea;x
744;13;31;137;Luluvjik Sea;x
745;10;21;137;Nurun Sea;x
746;26;19;137;Yivtuqye Sea;x
747;19;19;137;Lavxiyuzeb Sea;x
748;26;11;137;Revfu Sea;x
749;20;9;137;Fibiguj Sea;x
750;31;3;137;Qumgu Sea;x
751;11;1;137;Bojwohfav Sea;x
752;12;31;136;Focxar Sea;x
753;6;28;136;Curemezcil Sea;x
754;22;27;136;Qitubbu Sea;x
755;17;26;136;Kuqoyix Sea;x
756;18;25;136;Jirkabjuj Sea;x
757;26;22;136;Jowivwizpex Sea;x
758;7;19;136;Kovkepted Sea;x
759;31;14;136;Zub Sea;x
760;7;11;136;Vefapsav Sea;x
761;24;6;136;Wirtasmimnej Sea;x
762;8;0;136;Filulu Sea;x
763;7;30;135;Bezugdudij Sea;x
764;10;23;135;Siyduked Sea;x
765;1;19;135;Ruwwo Sea;x
766;27;10;135;Nizaxdu Sea;x
767;18;10;135;Tuyawa Sea;x
768;22;6;135;Megelrapet Sea;x
769;2;4;135;Nehepqep Sea;x
770;21;30;134;Hosju Sea;x
771;1;24;134;Yuwdutyay Sea;x
772;15;23;134;Lezemix Sea;x
773;23;12;134;Yubroxof Sea;x
774;11;11;134;Lowwokra Sea;x
775;16;10;134;Kab Sea;x
776;31;9;134;Cavquwupovlub Sea;x
777;7;8;134;Yivaxqudju Sea;x
778;7;5;134;Hicotpuqqu Sea;x
779;29;2;134;Bubwonuciv Sea;x
780;24;30;133;Genwovbuw Sea;x
781;30;23;133;Qabutheja Sea;x
782;1;20;133;Sulvuyad Sea;x
783;30;19;133;Mowug Sea;x
784;3;18;133;Be Sea;x
785;6;7;133;Gurahnawsinget Sea;x
786;30;3;133;Poz Sea;x
787;8;3;133;Xakuw Sea;x
788;17;11;132;Kehow Sea;x
789;12;9;132;Muvfepaxzizo Sea;x
790;7;9;132;Jofose Sea;x
791;31;27;131;Fazxudef Sea;x
792;8;25;131;Nowa Sea;x
793;1;25;131;Xegxipfi Sea;x
794;15;20;131;Toppi Sea;x
795;26;16;131;Xakeceyu Sea;x
796;8;11;131;Hophakkodsu Sea;x
797;26;5;131;Zegvowodmef Sea;x
798;1;0;131;Hebruyenqe Sea;x
799;31;14;130;Jednenwuj Sea;x
800;7;13;130;Nayjej Sea;x
801;30;12;130;Gik Sea;x
802;27;12;130;Gagpeswelat Sea;x
803;19;9;130;Javcownosu Sea;x
804;8;6;130;Lufnulruq Sea;x
805;4;1;130;Xocpozel Sea;x
806;13;25;129;Dimrosorka Sea;x
807;23;17;129;Feship Sea;x
808;18;13;129;Hatqidwotocu Sea;x
809;10;4;129;Pulike Sea;x
810;6;1;129;Rajoncizawba Sea;x
811;0;30;128;Nuyud Sea;x
812;30;12;128;Tinri Sea;x
813;5;8;128;Habxucajsap Sea;x
814;0;2;128;Tezerdi Sea;x
815;28;28;127;Ligrugoshanpob Sea;x
816;3;22;127;Niymoyo Sea;x
817;24;20;127;Cidibubi Sea;x
818;17;13;127;Qoknen Sea;x
819;11;30;126;Nasiro Sea;x
820;27;21;126;Viyxu Sea;x
821;21;21;126;Wucav Sea;x
822;2;16;126;Cukselyudige Sea;x
823;19;30;125;Zukejuf Sea;x
824;1;24;125;Hise Sea;x
825;3;16;125;Xuv Sea;x
826;18;15;125;Doxad Sea;x
827;29;3;125;Wohirfaqdenta Sea;x
828;7;31;124;Fawopoy Sea;x
829;3;24;124;Xeljoxvaj Sea;x
830;3;12;124;Fik Sea;x
831;16;8;124;Zotdeduphoz Sea;x
832;1;6;124;Joqevyolug Sea;x
833;10;4;124;Zovelu Sea;x
834;9;0;124;Vazakovdo Sea;x
835;8;29;123;Fokce Sea;x
836;21;22;123;Noczi Sea;x
837;15;20;123;Kuvow Sea;x
838;26;16;123;Varaswe Sea;x
839;8;14;123;Hojispeva Sea;x
840;28;8;123;Satebojuwa Sea;x
841;13;8;123;Yituyuga Sea;x
842;6;7;123;Huyqojpof Sea;x
843;29;4;123;Kuvucgu Sea;x
844;20;25;122;De Sea;x
845;23;15;122;Mozdompor Sea;x
846;9;15;122;Niruz Sea;x
847;7;10;122;Toki Sea;x
848;9;29;121;Kuymo Sea;x
849;5;28;121;Qahcape Sea;x
850;23;25;121;Bonsurbex Sea;x
851;11;25;121;Lij Sea;x
852;23;19;121;Jovwa Sea;x
853;23;12;121;Gafuwceqmog Sea;x
854;27;10;121;Julu Sea;x
855;6;7;121;Nizuyeyyaq Sea;x
856;3;2;121;Dixa Sea;x
857;0;2;121;Simaq Sea;x
858;11;1;121;Putduh Sea;x
859;10;29;120;Juncaq Sea;x
860;13;22;120;Kexkesral Sea;x
861;8;16;120;Zege Sea;x
862;27;15;120;Gidno Sea;x
863;8;13;120;Nosalicqeh Sea;x
864;9;3;120;Borotararhon Sea;x
865;10;2;120;Qukeynu Sea;x
866;25;29;119;Rockolrar Sea;x
867;22;16;119;Rewotobxon Sea;x
868;26;2;119;Xajepavzuj Sea;x
869;6;1;119;Gelvasrugnu Sea;x
870;11;17;118;Zehamuk Sea;x
871;30;3;118;Biwezo Sea;x
872;0;0;118;Ralofunlot Sea;x
873;18;22;117;Baxaniqci Sea;x
874;3;19;117;Kuzij Sea;x
875;25;13;117;Wozmul Sea;x
876;24;8;117;Hemurza Sea;x
877;6;8;117;Kube Sea;x
878;29;4;117;Gu Sea;x
879;27;28;116;Podcumon Sea;x
880;0;26;116;Naqadi Sea;x
881;10;21;116;Bozukezoq Sea;x
882;31;13;116;Wiw Sea;x
883;21;10;116;Xogel Sea;x
884;19;9;116;Tiwoze Sea;x
885;12;6;116;Bilpik Sea;x
886;13;3;116;Xapa Sea;x
887;29;31;115;Xaboda Sea;x
888;15;18;115;Mukma Sea;x
889;2;17;115;Gafugux Sea;x
890;11;13;115;Qohubmijaspov Sea;x
891;18;1;115;Wupumyowna Sea;x
892;18;0;115;Sayi Sea;x
893;9;31;114;Kuhnokyin Sea;x
894;18;30;114;Pecdehav Sea;x
895;20;28;114;Bolar Sea;x
896;11;19;114;Yurhudboh Sea;x
897;2;12;114;Ducmiksenab Sea;x
898;20;6;114;Sohu Sea;x
899;8;6;114;Temugguv Sea;x
900;19;4;114;Xakqexne Sea;x
901;31;2;114;Wocfugo Sea;x
902;2;30;113;Restohubxomnis Sea;x
903;12;29;113;Docicjo Sea;x
904;26;19;113;Zopmobezojjap Sea;x
905;6;19;113;Ruhihxober Sea;x
906;0;11;113;Keten Sea;x
907;6;2;113;Yum Sea;x
908;21;1;113;Hegaqotcapu Sea;x
909;11;30;112;Xuwcuk Sea;x
910;6;24;112;Tabvika Sea;x
911;14;20;112;Xugusdage Sea;x
912;7;19;112;Mijedpoboq Sea;x
913;1;5;112;Qacexig Sea;x
914;30;30;111;Duxluzqulejya Sea;x
915;23;30;111;Minjoseb Sea;x
916;5;25;111;Zixgebdifqu Sea;x
917;18;23;111;Zifoxa Sea;x
918;29;1;111;Sehwisudufof Sea;x
919;3;1;111;Juxad Sea;x
920;3;23;110;Jemaddo Sea;x
921;9;16;110;Petfuba Sea;x
922;14;14;110;Hukhozuspun Sea;x
923;25;8;110;Gehjejlev Sea;x
924;17;31;109;Nuzzojvijwek Sea;x
925;12;30;109;Cixruqo Sea;x
926;30;29;109;Yiqokqow Sea;x
927;16;29;109;Rojeqasemem Sea;x
928;14;29;109;Vonadbapxuq Sea;x
929;7;25;109;Po Sea;x
930;16;24;109;Xafmozuh Sea;x
931;25;19;109;Vobe Sea;x
932;6;10;109;Zilwumtohyip Sea;x
933;19;8;109;Rumum Sea;x
934;13;8;109;Nogosbexeyoq Sea;x
935;8;7;109;Xuhiwa Sea;x
936;7;7;109;Muhinxe Sea;x
937;13;2;109;Wehnohco Sea;x
938;3;0;109;Buyzok Sea;x
939;2;26;108;Kiloyagah Sea;x
940;28;19;108;Jehxic Sea;x
941;16;14;108;Dosfigayciqwa Sea;x
942;0;12;108;Kevafizsu Sea;x
943;8;3;108;Cazilo Sea;x
944;3;3;108;Gadwuhyin Sea;x
945;13;29;107;Zuyvovto Sea;x
946;31;23;107;Leyol Sea;x
947;19;20;107;Vunaqwiqa Sea;x
948;7;18;107;Wiciqurup Sea;x
949;29;17;107;Niqsihnevec Sea;x
950;27;16;107;Dowvoheq Sea;x
951;8;11;107;Wowgahayi Sea;x
952;20;10;107;Dikgen Sea;x
953;1;6;107;Bewqobe Sea;x
954;27;3;107;Jerdac Sea;x
955;7;1;107;Xiylebrujsej Sea;x
956;16;0;107;Hoxhinsuqix Sea;x
957;7;28;106;Cupqosha Sea;x
958;25;19;106;Ganamcagogxiv Sea;x
959;23;19;106;Haz Sea;x
960;14;8;106;Cuvzifbe Sea;x
961;16;2;106;Megiso Sea;x
962;15;1;106;Penxeji Sea;x
963;31;12;105;Hofijjoni Sea;x
964;14;9;105;Rowuyocnoxak Sea;x
965;29;1;105;Pujequzikvi Sea;x
966;15;26;104;Fohbuqmaymoscu Sea;x
967;27;24;104;Kowuvo Sea;x
968;13;18;104;Zampedahsud Sea;x
969;22;11;104;Waqecoqdah Sea;x
970;16;8;104;Povwifruw Sea;x
971;24;31;103;Jezaju Sea;x
972;29;26;103;Qenapfaf Sea;x
973;0;23;103;Hufgofruxowu Sea;x
974;31;21;103;Hovra Sea;x
975;22;21;103;Xakwijfe Sea;x
976;13;24;102;Wihivokonic Sea;x
977;2;22;102;Yasivwuhop Sea;x
978;19;14;102;Welceqazxed Sea;x
979;23;13;102;Yarbim Sea;x
980;18;11;102;Muncopjanik Sea;x
981;22;3;102;Vapdidi Sea;x
982;6;2;102;Rito Sea;x
983;27;31;101;Jevocizakra Sea;x
984;11;31;101;Tedoxfojri Sea;x
985;4;31;101;Ras Sea;x
986;31;24;101;Qexukyuzpel Sea;x
987;1;2;101;Dotuwup Sea;x
988;0;2;101;Debo Sea;x
989;1;28;100;Yecnuy Sea;x
990;0;27;100;Zozlipnuzye Sea;x
991;6;22;100;Mavpuwangoxye Sea;x
992;25;20;100;Nij Sea;x
993;10;9;100;Xuxfuzewce Sea;x
994;14;5;100;Nuxodtoz Sea;x
995;22;23;99;Duscuxho Sea;x
996;3;22;99;Najniypu Sea;x
997;6;21;99;Bevhe Sea;x
998;14;18;99;Cuhini Sea;x
999;20;12;99;Fuziha Sea;x
1000;2;10;99;Caxehsen Sea;x
1001;15;7;99;Day Sea;x
1002;14;3;99;Jegri Sea;x
1003;28;1;99;Giqku Sea;x
1004;28;29;98;Jasex Sea;x
1005;25;28;98;Fiqaxanxes Sea;x
1006;6;23;98;Jinis Sea;x
1007;29;21;98;Soypaqek Sea;x
1008;20;20;98;Zigeh Sea;x
1009;30;12;98;Henloju Sea;x
1010;9;8;98;Yuhnobefza Sea;x
1011;30;0;98;Rogozherwoy Sea;x
1012;8;0;98;Divkun Sea;x
1013;26;29;97;Mejeh Sea;x
1014;29;21;97;Biwsuzwi Sea;x
1015;27;21;97;Tozsombe Sea;x
1016;2;20;97;Yegno Sea;x
1017;2;18;97;Posvilhic Sea;x
1018;2;7;97;Qulra Sea;x
1019;4;1;97;Xadlohkara Sea;x
1020;6;27;96;Dezcaza Sea;x
1021;21;25;96;Goyozelxi Sea;x
1022;11;18;96;Vuyomduhode Sea;x
1023;9;13;96;Lirosqaryos Sea;x
1024;20;12;96;Tahusirsof Sea;x
1025;0;10;96;Zohsuju Sea;x
1026;27;4;96;Reg Sea;x
1027;23;2;96;Weqim Sea;x
1028;24;0;96;Hilpul Sea;x
1029;1;31;95;Gafa Sea;x
1030;12;26;95;Rafeqelub Sea;x
1031;24;23;95;Kojrur Sea;x
1032;17;19;95;Safaqen Sea;x
1033;4;30;94;Loyitvi Sea;x
1034;15;17;94;Vafbudmelli Sea;x
1035;3;15;94;Tatbarvuq Sea;x
1036;24;11;94;Jaxtebroqij Sea;x
1037;11;11;94;Fetezafev Sea;x
1038;5;7;94;Xefuha Sea;x
1039;26;28;93;Wixi Sea;x
1040;16;24;93;Tozqodjifnubij Sea;x
1041;6;23;93;Tahqalfa Sea;x
1042;4;19;93;Numqu Sea;x
1043;8;18;93;Fesqajhap Sea;x
1044;17;17;93;Guwjovpip Sea;x
1045;31;10;93;Xewa Sea;x
1046;2;8;93;Zuvitkuvse Sea;x
1047;17;24;92;Kogyat Sea;x
1048;4;23;92;Jijdiqdu Sea;x
1049;29;22;92;Dubvevoc Sea;x
1050;26;14;92;Sishiquh Sea;x
1051;29;12;92;Xogwexep Sea;x
1052;0;12;92;Kacqanqaqgulfu Sea;x
1053;6;10;92;Mukejgun Sea;x
1054;16;5;92;Zigrahri Sea;x
1055;12;5;92;Vulodbew Sea;x
1056;5;3;92;Mafohedev Sea;x
1057;14;31;91;Fesxa Sea;x
1058;20;20;91;Webtibtaw Sea;x
1059;25;9;91;Zawtixishezex Sea;x
1060;29;2;91;Tenebeq Sea;x
1061;5;27;90;Weqacu Sea;x
1062;24;24;90;Qahe Sea;x
1063;2;23;90;Wemne Sea;x
1064;25;22;90;Qinetuvyu Sea;x
1065;17;20;90;Wuya Sea;x
1066;15;19;90;Duxuvezo Sea;x
1067;21;18;90;Tocodqoke Sea;x
1068;11;18;90;Codid Sea;x
1069;9;7;90;Guqlivo Sea;x
1070;8;31;89;Xivyideqtazzox Sea;x
1071;18;25;89;Belra Sea;x
1072;15;19;89;Laxman Sea;x
1073;24;18;89;Mufuji Sea;x
1074;30;17;89;Digmowi Sea;x
1075;31;9;89;Bisdecisad Sea;x
1076;13;5;89;Bafwirnomlaqyu Sea;x
1077;25;31;88;Nolufis Sea;x
1078;10;25;88;Fevuz Sea;x
1079;3;12;88;Paznoqoz Sea;x
1080;8;5;88;Qaziwre Sea;x
1081;16;4;88;Hifsaska Sea;x
1082;14;13;87;Zehigmakxoqwa Sea;x
1083;5;13;87;Lafiy Sea;x
1084;8;8;87;Lejzogwixon Sea;x
1085;21;4;87;Yevivrovdic Sea;x
1086;16;30;86;Wemaxfoqub Sea;x
1087;12;29;86;Sebo Sea;x
1088;21;20;86;Bagpacenvozah Sea;x
1089;27;15;86;Yarenuy Sea;x
1090;17;6;86;Letgimosfo Sea;x
1091;1;6;86;Rumxuxhaz Sea;x
1092;21;1;86;Luhugabti Sea;x
1093;8;0;86;Pegedirel Sea;x
1094;22;31;85;Xiq Sea;x
1095;26;28;85;Jewmulomo Sea;x
1096;12;22;85;Fevritzuxi Sea;x
1097;5;19;85;Sacqedge Sea;x
1098;18;9;85;Qoyexuco Sea;x
1099;19;4;85;Qomotzo Sea;x
1100;31;3;85;Godwubuh Sea;x
1101;6;23;84;Keyezhuj Sea;x
1102;15;19;84;Tabehajeklew Sea;x
1103;8;19;84;Kelaqyo Sea;x
1104;21;17;84;Fo Sea;x
1105;10;12;84;Patomeqba Sea;x
1106;3;8;84;Bevozfam Sea;x
1107;17;26;83;Liwep Sea;x
1108;26;12;83;Vescufe Sea;x
1109;29;8;83;Viylaf Sea;x
1110;30;7;83;Gewlahe Sea;x
1111;26;6;83;Nupay Sea;x
1112;12;4;83;Rimte Sea;x
1113;2;26;82;Magoyelqo Sea;x
1114;26;25;82;Sedibu Sea;x
1115;1;24;82;Wapqeb Sea;x
1116;31;23;82;Zoqtave Sea;x
1117;12;8;82;Caghehu Sea;x
1118;9;0;82;Gib Sea;x
1119;31;29;81;Vupjagaga Sea;x
1120;21;29;81;Kopwuf Sea;x
1121;20;24;81;Pibaztivmin Sea;x
1122;31;21;81;Nugawbet Sea;x
1123;8;7;81;Zatabew Sea;x
1124;24;4;81;Haqyaryubquk Sea;x
1125;6;2;81;Jomvubera Sea;x
1126;9;27;80;Weswi Sea;x
1127;26;22;80;Bifbaxupiw Sea;x
1128;15;20;80;Hutrop Sea;x
1129;17;11;80;Tukraq Sea;x
1130;26;8;80;Cujihra Sea;x
1131;19;8;80;Zerelvo Sea;x
1132;21;7;80;Koyo Sea;x
1133;23;4;80;Felrevho Sea;x
1134;13;4;80;Jewguhvu Sea;x
1135;17;1;80;Wexizzig Sea;x
1136;12;30;79;Geyaro Sea;x
1137;15;28;79;Kazfuznavon Sea;x
1138;26;25;79;Kubkop Sea;x
1139;3;17;79;Xakoweqad Sea;x
1140;8;16;79;Farvowe Sea;x
1141;12;5;79;Rabicarisvoj Sea;x
1142;1;31;78;Fesucgov Sea;x
1143;7;24;78;Colfugloqpo Sea;x
1144;26;17;78;Noxmodac Sea;x
1145;20;14;78;Jiti Sea;x
1146;15;14;78;Wuxemju Sea;x
1147;5;14;78;Kulwin Sea;x
1148;10;1;78;Pawu Sea;x
1149;21;0;78;Pikuh Sea;x
1150;9;0;78;Puqcuyopu Sea;x
1151;29;28;77;Dinayho Sea;x
1152;4;26;77;Lalpiq Sea;x
1153;16;16;77;Kobowdip Sea;x
1154;3;14;77;Yixab Sea;x
1155;13;28;76;Jarbo Sea;x
1156;20;17;76;Voc Sea;x
1157;5;15;76;Bufxuq Sea;x
1158;19;11;76;Jo Sea;x
1159;5;11;76;Loqgudzuf Sea;x
1160;20;10;76;Jutfepizwi Sea;x
1161;24;24;75;Ru Sea;x
1162;15;24;75;Mimamrup Sea;x
1163;15;23;75;Fircubguw Sea;x
1164;1;19;75;Zohaqko Sea;x
1165;22;11;75;Zanjufuhzalo Sea;x
1166;16;6;75;Nufcishisif Sea;x
1167;27;5;75;Sawxelut Sea;x
1168;1;2;75;Lucaxina Sea;x
1169;16;0;75;Rotmup Sea;x
1170;22;30;74;Jabyiqiho Sea;x
1171;11;30;74;Nowalheciy Sea;x
1172;17;28;74;Poldalenvica Sea;x
1173;8;25;74;Pemwukdewfej Sea;x
1174;9;9;74;Lovpiqesajta Sea;x
1175;2;7;74;Tixta Sea;x
1176;3;8;73;Riqni Sea;x
1177;14;17;72;Ponecbi Sea;x
1178;17;7;72;Kimneswuhezpo Sea;x
1179;5;7;72;Kep Sea;x
1180;3;30;71;Kucqexi Sea;x
1181;15;25;71;Waseno Sea;x
1182;21;22;71;Qiriryeyijneq Sea;x
1183;14;22;71;Gaywemleqo Sea;x
1184;24;19;71;Zicajze Sea;x
1185;11;16;71;Jazagleju Sea;x
1186;18;14;71;Xowdex Sea;x
1187;22;7;71;Hufwiyorsi Sea;x
1188;1;1;71;Qufsa Sea;x
1189;30;28;70;Gefreja Sea;x
1190;19;28;70;Se Sea;x
1191;29;26;70;Jatake Sea;x
1192;30;17;70;Hegozreqos Sea;x
1193;10;16;70;Polum Sea;x
1194;1;15;70;Kofaqo Sea;x
1195;29;12;70;Bavpewiy Sea;x
1196;20;12;70;Cenixriqihfiy Sea;x
1197;20;11;70;Zayobhaq Sea;x
1198;18;11;70;Tosa Sea;x
1199;29;5;70;Loqhas Sea;x
1200;18;5;70;Zuqgil Sea;x
1201;3;4;70;Wenfapratra Sea;x
1202;26;1;70;Toksih Sea;x
1203;22;25;69;Tobo Sea;x
1204;19;22;69;Vuyet Sea;x
1205;18;20;69;Lazi Sea;x
1206;14;10;69;Ruvi Sea;x
1207;13;31;68;Bonuhiw Sea;x
1208;14;26;68;Ruzegu Sea;x
1209;13;25;68;Qimeqnunfa Sea;x
1210;27;19;68;Wulilyi Sea;x
1211;0;15;68;Wuqakvem Sea;x
1212;4;5;68;Levxerajzuj Sea;x
1213;6;2;68;Hofwih Sea;x
1214;16;1;68;Recceginqo Sea;x
1215;4;0;68;Vordaseqhuhto Sea;x
1216;27;31;67;Rafiyye Sea;x
1217;13;25;67;Huvxac Sea;x
1218;15;23;67;Sodunebe Sea;x
1219;23;22;67;Fotita Sea;x
1220;21;7;67;Paruxzumre Sea;x
1221;30;2;67;Tujih Sea;x
1222;0;1;67;Wehixja Sea;x
1223;31;31;66;Foseqgaf Sea;x
1224;22;26;66;Gamipadep Sea;x
1225;11;22;66;Meminosmimha Sea;x
1226;19;17;66;Hiv Sea;x
1227;3;16;66;Ruvvalpesnu Sea;x
1228;15;9;66;Waxuxaq Sea;x
1229;7;2;66;Zicorezup Sea;x
1230;12;25;65;Kunix Sea;x
1231;16;21;65;Lubpo Sea;x
1232;8;18;65;Zivim Sea;x
1233;27;13;65;Wucmicovo Sea;x
1234;5;13;65;Fegoblirap Sea;x
1235;1;7;65;Pejxawnocne Sea;x
1236;31;31;64;Xatow Sea;x
1237;3;28;64;Pafuhovnar Sea;x
1238;30;27;64;Picogozow Sea;x
1239;1;21;64;Kapmok Sea;x
1240;3;14;64;Nosiwfufi Sea;x
1241;14;9;64;Havdabu Sea;x
1242;1;6;64;Tuwohu Sea;x
1243;12;4;64;Mohixfaga Sea;x
1244;3;7;63;Nixisorew Sea;x
1245;24;5;63;Ciyqumvek Sea;x
1246;31;0;63;Momxaziyhemjo Sea;x
1247;29;25;62;Juqigota Sea;x
1248;19;24;62;Qiwqo Sea;x
1249;2;10;62;Wepobqeynav Sea;x
1250;16;7;62;Fikha Sea;x
1251;6;3;62;Liyam Sea;x
1252;28;23;61;Nekgow Sea;x
1253;6;16;61;Kimoxbaveh Sea;x
1254;15;10;61;Fajetix Sea;x
1255;15;7;61;Rohixuxi Sea;x
1256;21;1;61;Vuzlocgex Sea;x
1257;25;30;60;Buxac Sea;x
1258;0;10;60;Woyuhpayijsep Sea;x
1259;31;3;60;Gasesqid Sea;x
1260;28;1;60;Cote Sea;x
1261;2;31;59;Vejapyica Sea;x
1262;21;28;59;Xijzi Sea;x
1263;6;19;59;Ruybidus Sea;x
1264;23;17;59;Wope Sea;x
1265;26;12;59;Milpaqux Sea;x
1266;21;12;59;Vosob Sea;x
1267;19;0;59;Kacisejo Sea;x
1268;17;0;59;Puqhegegres Sea;x
1269;1;23;58;Bixatosi Sea;x
1270;27;11;58;Zeqduj Sea;x
1271;5;10;58;Siblaypuqre Sea;x
1272;27;0;58;Jocdabim Sea;x
1273;7;22;57;Tuwixfen Sea;x
1274;10;17;57;Kicco Sea;x
1275;17;15;57;Zekiwu Sea;x
1276;5;20;56;Sonavu Sea;x
1277;28;13;56;Mevtoda Sea;x
1278;9;13;56;Rezazas Sea;x
1279;18;10;56;Mitanu Sea;x
1280;0;31;55;Nekkopohow Sea;x
1281;27;17;55;Xofyiwoxa Sea;x
1282;21;3;55;Jiqoci Sea;x
1283;31;1;55;Xuvome Sea;x
1284;19;27;54;Nateh Sea;x
1285;17;27;54;Tugloceta Sea;x
1286;17;0;54;Dilhoxujriy Sea;x
1287;7;22;53;Yoqo Sea;x
1288;16;16;53;Puhe Sea;x
1289;9;5;53;Xivjukmato Sea;x
1290;11;0;53;Torihnus Sea;x
1291;27;31;52;Qobuje Sea;x
1292;3;31;52;Gelabcu Sea;x
1293;25;27;52;Guhbop Sea;x
1294;15;26;52;Lesgucac Sea;x
1295;24;24;52;Gusloge Sea;x
1296;8;24;52;Qapoqfiv Sea;x
1297;20;23;52;Judcul Sea;x
1298;0;15;52;Xabohokoj Sea;x
1299;6;14;52;Cuxeqmibopbi Sea;x
1300;26;2;52;Kirmawez Sea;x
1301;31;30;51;Susodu Sea;x
1302;21;27;51;Mobexeh Sea;x
1303;26;21;51;Belbesboj Sea;x
1304;14;18;51;Kumekuy Sea;x
1305;11;17;51;Katgalnubdar Sea;x
1306;28;16;51;Hekikjot Sea;x
1307;29;12;51;Sa Sea;x
1308;1;12;51;Piraco Sea;x
1309;31;8;51;Lolmilujot Sea;x
1310;19;19;50;Neylarfay Sea;x
1311;14;5;50;He Sea;x
1312;27;3;50;Jogwuc Sea;x
1313;20;2;50;Gedcijawcul Sea;x
1314;21;25;49;Xakihcik Sea;x
1315;14;22;49;Buprul Sea;x
1316;20;21;49;Juge Sea;x
1317;12;20;49;Jexapsabigid Sea;x
1318;27;18;49;Caghepotew Sea;x
1319;3;18;49;Sihranrijpu Sea;x
1320;25;17;49;Namrexe Sea;x
1321;2;13;49;Quzkaryon Sea;x
1322;23;12;49;Fiwkazopam Sea;x
1323;23;11;49;Retoxas Sea;x
1324;26;9;49;Fegamma Sea;x
1325;15;6;49;Baseqjojdu Sea;x
1326;21;3;49;Sicjihlab Sea;x
1327;2;2;49;Kohogiva Sea;x
1328;11;29;48;Lele Sea;x
1329;26;17;48;Funneladdi Sea;x
1330;8;17;48;Comezid Sea;x
1331;14;13;48;Kogzuv Sea;x
1332;15;10;48;Buyfoxevzeyci Sea;x
1333;15;5;48;Nelap Sea;x
1334;8;3;48;Zufmu Sea;x
1335;31;2;48;Tivzeko Sea;x
1336;23;27;47;Yilrujme Sea;x
1337;0;27;47;Kahawme Sea;x
1338;6;20;47;Vonoce Sea;x
1339;14;17;47;Ro Sea;x
1340;10;17;47;Tuzu Sea;x
1341;10;11;47;Waqusan Sea;x
1342;13;8;47;Jojbeyzidvu Sea;x
1343;16;3;47;Woyiski Sea;x
1344;21;30;46;Jafih Sea;x
1345;14;29;46;Tazcumzi Sea;x
1346;27;4;46;Hux Sea;x
1347;11;1;46;Hovhobfe Sea;x
1348;6;20;45;Cemni Sea;x
1349;31;15;45;Vetpen Sea;x
1350;29;15;45;Qihgote Sea;x
1351;24;14;45;Vanrac Sea;x
1352;8;14;45;Cezniti Sea;x
1353;21;12;45;Vezuvsek Sea;x
1354;25;31;44;Xitmiqaki Sea;x
1355;29;28;44;Caxasah Sea;x
1356;5;25;44;Toywerxa Sea;x
1357;0;25;44;Lekoxtexa Sea;x
1358;12;24;44;Dabyes Sea;x
1359;9;22;44;Remayafyup Sea;x
1360;0;22;44;Zobki Sea;x
1361;16;20;44;Tecayardu Sea;x
1362;16;19;44;Qamqiyin Sea;x
1363;24;17;44;Herkoj Sea;x
1364;24;12;44;So Sea;x
1365;2;12;44;Deyahye Sea;x
1366;24;27;43;Xemuyaw Sea;x
1367;31;20;43;Vowlix Sea;x
1368;14;16;43;Xeho Sea;x
1369;18;7;43;Goltehupdo Sea;x
1370;24;4;43;Tijuwcudo Sea;x
1371;4;2;43;Rejoqhinak Sea;x
1372;11;1;43;Tumacva Sea;x
1373;28;31;42;Jiwax Sea;x
1374;26;31;42;Zukxico Sea;x
1375;18;28;42;Bafkohmosoq Sea;x
1376;14;27;42;Zugux Sea;x
1377;18;24;42;Semeca Sea;x
1378;7;24;42;Vajmaszavjib Sea;x
1379;11;22;42;Fidejak Sea;x
1380;29;20;42;Lujdokdayam Sea;x
1381;0;10;42;Zeweqawna Sea;x
1382;21;8;42;Nanrekzeqon Sea;x
1383;2;6;42;Guti Sea;x
